Product_Category,Store_Location,Holiday_Season,Discount_Percentage,Advertising_Spend,Customer_Rating,Weather,Number_of_Employees,Store_Area_sqft,Average_Transaction_Value,Number_of_Customers,Stock_Availability,Competitor_Proximity_km,Marketing_Channel,Operating_Hours_per_Week,Store_Age_Years,Price_Sensitivity,Loyalty_Customers_Percentage,Online_vs_Offline_Sales_Ratio,Average_Product_Age_days,Weekend_Sales_Percentage,Regional_Economy_Index,Store_Rent_Cost,Competitor_Discount_Percentage,Local_Events,Monthly_Inventory_Cost,Sales_Revenue
Toys,Rural,1,6.369320800016965,3296.2097152124043,3.104330073669612,Sunny,38,3486,349.99303774091334,312,74.39114186909406,8.109423725122587,Social Media,71,14,0.9645095559916548,49.57087523324716,7.880081881388261,280,84.01975895609323,0.4889361168763111,8419.414248809255,22.01450230043481,0,17835.93066493194,69957.72878829835
Furniture,Rural,0,14.275439005925575,858.529771956147,4.037243420600821,Sunny,26,900,249.76814626280947,706,65.72907732731136,2.528516698884904,Radio,57,17,0.151243338146966,34.872962308974266,5.603123854325402,182,29.818422861932703,0.6657686438120414,6637.751610784998,46.59416409182129,1,46609.5750387962,7041.371796718015
Toys,Rural,1,26.578869838749657,9549.30044338784,3.850662475946178,Snowy,43,3355,261.1623458028637,498,60.10415825039618,6.190759207722015,Social Media,53,21,0.0182679816096766,50.298619624658734,8.58526217664259,166,78.41871466262761,0.3713630189800689,19717.29468691829,7.260584335733528,1,6854.589990280863,196424.8017363316
Grocery,Rural,0,25.528089770466902,18889.706999435944,1.772640033633731,Snowy,17,2724,141.20941415601757,241,97.63210654004308,4.487482743932129,Radio,97,48,0.868963772848294,22.94186851077626,2.4030517154554203,17,83.63695827561604,0.9444847750934496,9589.771643426146,14.595179532815743,1,2483.5779652251813,101131.98877458712
Electronics,Rural,1,41.02993788382933,6814.4817105974125,2.8852330982964847,Rainy,7,3912,232.92588065257985,811,72.19941071710151,6.363690809894779,Radio,40,15,0.1952733332471607,39.54567553693405,8.079227630819828,150,82.16020795759212,0.705448867706337,15121.866031085772,15.213732508632791,0,15727.630370486604,188006.55587450037
Grocery,Rural,0,20.22843282020087,13392.24322935958,2.890061771278341,Rainy,24,556,240.68464853622652,163,58.73542960243928,8.642504912582329,Radio,81,15,0.0424787666318009,17.894473398710193,1.875196450965577,339,86.16618639563482,0.7542010919924448,3959.5421363991063,1.5029156100999252,1,40068.89870661227,112122.3205978353
Grocery,Suburban,1,24.217221314575436,13218.589386082596,2.512898060973379,Rainy,35,2375,356.2548356569776,75,59.93253263405696,0.8905786033643394,Social Media,59,1,0.1600961376574445,55.747727982905566,8.149866140492902,45,77.36868977034203,0.2424220950060739,762.3775259653686,1.8136617344995327,1,33976.13305640876,123065.6477433463
Clothing,Urban,1,0.6683841629697818,5396.062021470772,3.0691739286090125,Snowy,9,4798,470.9135996011958,832,64.0354871232297,7.8020458172856975,Radio,49,24,0.3841149112437693,17.661430895970156,9.41058883640282,330,57.478880431733614,0.1685820034976194,8642.471079236311,47.639641354145645,0,22374.22944690853,143822.88990127455
Clothing,Urban,1,20.486961822146952,13183.292352065357,2.652429590908577,Cloudy,28,4268,171.3674259664271,548,99.96581340948563,4.980988134758289,Email,49,12,0.21926570159258,22.82757151241325,3.4233720088728026,189,42.78768789681935,0.394340793094323,13480.464281381905,28.5546304493127,0,13556.427095522437,67590.26806455909
Clothing,Suburban,1,32.388711647517106,4640.512498594379,1.7973819578847323,Snowy,44,4797,30.67822960483624,557,63.40057502597986,5.684856743243765,Billboard,98,10,0.305253629100443,16.837344118998505,5.3458745084038695,139,49.3350228827017,0.766672485336154,10378.67457557746,15.332416071430892,1,3904.366551630883,141301.87233163175
Clothing,Suburban,1,0.7754165313296091,2879.1445647493365,2.649465949098724,Snowy,37,1853,253.18461149531345,594,66.44009022892268,6.573920464169491,Billboard,63,46,0.9752940514300464,40.50485119616624,6.617457326939162,61,79.80897399020682,0.9387959097528576,17864.092023675625,18.933733035329222,0,17537.773343926154,107724.42242101982
Toys,Suburban,1,14.044098259312188,14176.974068413956,1.2891077902927064,Rainy,12,2910,276.78605275309263,111,82.96640639920007,9.233969176378164,Radio,73,42,0.7044055441625751,77.35667635346788,0.8867694919594966,294,34.1118701933746,0.4273298259740078,8962.597348149713,35.74214644225121,0,23540.96861998273,136133.5901685888
Furniture,Suburban,1,10.397817964469496,2712.0959335263765,3.3031434510976463,Snowy,28,4811,92.53587005463848,278,64.69806882051492,0.6615275401622048,Billboard,67,42,0.712191728253204,82.55171133070621,4.99139911022079,322,22.74093554728755,0.774156792497166,6564.554856485278,18.32586017773102,1,34664.16806548906,167987.4858774188
Electronics,Rural,1,2.0992714454794115,19939.72976249243,4.414618195764447,Sunny,24,3102,382.6276570752727,864,60.79021255298467,0.3918158860320319,Billboard,66,31,0.0946853747279228,15.751156368001071,3.669791268223643,33,21.26553745070361,0.4704076194668095,18362.94918604905,11.388020154664414,0,32652.62579237512,40924.68040303687
Grocery,Urban,1,23.963004495726874,4077.321822429472,3.901148337418221,Snowy,20,3434,492.6152631363309,656,57.93185933247993,1.8647916367388573,Radio,79,11,0.7320983698226917,60.76401126893016,8.73731074938795,299,76.15956879240004,0.2952282495554638,8432.644433370428,5.09186707998997,1,47419.900243662014,124642.42751547314
Toys,Rural,0,9.086164661407825,12085.766323750922,2.441576160216445,Snowy,16,522,473.4296113341459,84,65.63413325138961,9.865832487664692,Radio,40,16,0.7393443329553049,64.75083396736588,8.77912723521243,112,70.91885490640782,0.7392651507258476,5758.133301972427,36.44665058590186,1,5919.400033590191,15161.709078918131
Electronics,Urban,0,37.154076981569006,8521.804142545494,1.3482848223092327,Snowy,17,2702,106.58195902358958,754,55.29578448143867,7.17925603703998,Email,72,9,0.6597450184066322,52.701595394561934,7.0377174415176444,291,49.81162728370733,0.7982021339813272,2404.390997796568,9.028250833761236,0,17480.666021077683,24912.44234506219
Toys,Urban,1,42.39639418816743,2964.5352369105085,1.808597596901083,Snowy,49,1709,438.9279875513727,505,50.93232932073914,6.184947078639569,TV,43,47,0.228436295997875,63.35878891756367,6.591672298465733,37,31.98971424737225,0.2028407940806802,15969.540577708509,3.482413496314879,1,24597.32601490802,136545.87596843945
Toys,Suburban,0,27.27925913345739,1042.9561977595613,3.1819613619793428,Cloudy,46,2796,355.20188184172554,637,90.23208486673386,0.5656866288060043,Social Media,46,14,0.4230361790821849,28.69525723544762,7.363515746830982,100,64.20905404340891,0.3051695020453306,16589.283485557942,21.347722274823848,1,33864.09389884547,18832.842102622293
Grocery,Rural,1,49.08536712605708,12643.279504710248,1.8282283335321317,Snowy,43,1248,232.38481626538663,940,56.89474712072883,8.803191216540352,Radio,48,19,0.8462764546696253,49.17153694552128,3.7232703199277903,23,13.074647794597585,0.4947768434736622,1149.3067795208538,1.9785480905676889,1,25277.13288062891,121094.76706372492
Furniture,Suburban,1,22.52392857352977,16231.772493887958,3.17589244513987,Sunny,29,1304,274.8993872191172,551,88.79884249076211,8.14629284764188,Radio,55,31,0.6702016293406263,41.27006792286628,4.104740542831192,218,55.45822525333291,0.1865218297668767,7493.589168829733,48.24990291714434,1,45725.15336539019,47902.45673702016
Clothing,Rural,0,25.66841051124577,16919.30539938151,1.926396099055596,Sunny,36,633,426.3040857414045,810,89.877123949333,6.68152043428414,Billboard,44,9,0.7327688349999023,17.176636115170485,5.581676756598182,89,41.87401349915709,0.9288342987537924,15122.590864660217,31.36464837874199,1,30824.944934390864,64296.54155979086
Furniture,Urban,1,49.46088769788751,9912.912725000222,4.395695477904291,Snowy,28,4916,245.26612042280289,644,76.89597631646215,3.457395073298557,Email,73,36,0.5873744001258089,60.04451517779912,9.386478460908227,209,88.22877070495748,0.5913339125607484,18954.44602601705,7.63484052232804,0,2943.6050748695466,30279.117918748147
Grocery,Suburban,1,11.57742179825244,15660.381610056518,2.589085891361839,Rainy,48,2937,192.87161086151212,74,65.48409791564757,0.7979990601257474,Billboard,99,39,0.4495865991117784,49.6172154137237,7.26759875378367,271,50.60481992884208,0.1212032773716926,7867.456534975648,8.622704322423042,0,6569.14248424058,53490.15980370366
Grocery,Suburban,0,47.12729698384526,13620.519103026623,1.9822025037779645,Cloudy,13,933,251.69127158273304,618,57.251636687494425,5.842381030219133,Radio,62,26,0.7590520100671082,32.01392215220665,5.554793520512611,237,54.18142019602143,0.184029864682462,17505.041911900124,28.49142401364227,1,37921.28251254737,165151.89803976894
Grocery,Urban,0,2.1418777559556625,14622.963286233098,4.249304720988246,Snowy,44,4171,293.77360397717405,81,86.84025533604995,7.224976257462291,Radio,82,8,0.0679258143663049,47.89482083226972,7.727088847477474,209,66.98901307542553,0.9543553453248445,8177.547927377805,17.82828786688968,1,36073.59712096842,129581.28909327286
Electronics,Urban,1,22.319344513159734,10105.680601825376,2.371355859221803,Snowy,27,4236,102.64805035139094,880,80.0693492990893,1.0329794697247496,Billboard,89,24,0.6731607327802641,72.02384147180024,3.771814091160408,278,48.76307849005173,0.7381685856966183,4000.145231231638,38.713337209385685,0,8521.353089459551,190203.1599690067
Furniture,Urban,0,3.5001756066532885,12851.528934721478,1.4459507513551275,Snowy,17,4539,451.4447878308254,61,82.77267282467821,6.37429983200511,Radio,64,8,0.9972045078506792,74.13262102464512,7.331620341329269,206,27.965489542140112,0.7344050845049861,567.199803648959,27.290324280945832,1,3886.524392217637,14505.24679398228
Furniture,Suburban,0,36.46173714568215,16207.755314733113,3.2816379656145664,Rainy,36,2598,340.3516049265108,368,50.43345449225655,2.93502407208287,TV,96,19,0.7801919294680316,61.96209029994953,4.165694857998733,78,52.98222772387584,0.0724985940050545,6938.529951481156,21.666693776247065,1,29357.17491655356,159520.33945089337
Toys,Rural,1,30.42044679400089,8258.74142336195,3.326256817751955,Rainy,19,3417,320.3017694953696,894,96.37585078539124,7.666017790076136,Social Media,90,47,0.2905635115774553,47.4198266720131,2.8686479294483624,328,85.54150967125763,0.895298837708947,7880.263489183745,48.14901240326358,1,32151.202769309937,141320.0507394878
Toys,Suburban,0,35.33171317337982,16216.588566917882,3.8587827009429367,Rainy,40,752,58.75315082851269,653,53.31450937232752,5.442196920958186,Social Media,52,48,0.2778194947053806,56.05997113630784,6.136268070470695,98,42.79287905347775,0.4437353625586046,18929.79181330305,19.53645281048445,0,7629.682238128911,55873.99951351953
Toys,Rural,0,18.72401999840085,12044.328434386724,1.9608777328335425,Cloudy,9,1629,306.04522970457,50,68.34029425700028,1.3774641993233234,Social Media,63,30,0.6672186105934589,40.80122970844937,6.900087840536826,346,64.37127639997385,0.6597173226399262,4518.369922202145,20.030546189867177,1,24207.346730999947,147187.50704806397
Grocery,Suburban,1,18.47409670156901,3735.069975230332,2.7750853563689803,Sunny,26,3764,69.27072449686125,484,70.13558248258501,5.3125425325590365,TV,50,22,0.8958542570085304,20.12450743953906,4.647006255677685,350,88.2427351108548,0.959689219114014,7953.498806341341,33.28862105303945,0,15985.744926802234,144726.96723335094
Furniture,Suburban,0,2.26596394804473,981.3410658794,2.129471676170625,Cloudy,20,801,48.561860845745535,887,50.06777622489744,4.017794947330515,Radio,91,9,0.5779497408478429,40.84964779088735,5.698457240419464,336,76.39378503867924,0.1000123803565569,990.5055315507066,40.47392920610841,1,46633.976636207495,94572.31459645503
Grocery,Urban,0,17.49724697648199,7573.695207783465,1.3238149444627525,Rainy,45,2477,268.38233886477275,185,74.85446546753985,1.885524085988354,Billboard,90,44,0.5274022871700583,52.42662048557074,6.971254141073973,94,62.72273064666589,0.4822764594865787,15389.024834282034,31.31074954292726,1,11740.790366080824,139284.72567647323
Electronics,Rural,1,46.464420113102975,11160.578401778626,4.506455308063567,Sunny,14,3263,207.36491168278252,245,87.6404497255505,8.43100566821502,Email,56,48,0.1603841338436713,57.90672117204672,7.700329510419344,80,68.87971906644114,0.0496127366619317,18345.25410697224,34.930511102721425,0,36929.77556926168,91693.27608793772
Toys,Suburban,1,18.96132685902245,16876.496867968024,3.9154792179533646,Sunny,28,4505,298.51703237654937,182,91.1634326557386,0.2091816401414484,Radio,76,4,0.7154569553598166,84.86407808436967,8.966157642922454,38,84.91865984136601,0.4995454233237154,5137.502621891592,18.64657842833056,0,26388.561753872546,70431.39123128507
Grocery,Suburban,1,41.568385311098496,2985.9707627348007,2.205852237835203,Rainy,22,3741,53.71886234804691,135,93.96984966529422,3.1900699410932494,TV,52,37,0.7022986196378908,72.1866756024493,3.609987642016849,228,86.78016835202853,0.252259410487571,8865.404657483208,23.974841823912985,1,1564.529589276126,95965.73726569866
Grocery,Urban,0,42.1162752374967,16104.023779829791,3.397491971487945,Rainy,22,3557,221.18170079515664,525,74.38594341576848,0.2246908778773248,TV,66,8,0.9669513923338476,22.159404915574186,9.519624803240676,134,87.51745042575966,0.9110655292738706,2881.196116636883,9.851754323398165,1,26332.93057741827,179550.2488910943
Electronics,Urban,1,18.66205781896169,17328.676398310927,1.8050551525378895,Cloudy,11,1050,95.6454903721274,856,81.53180952648252,1.050468770410912,Social Media,59,1,0.3001921843056644,23.93457653223425,6.409070120218567,196,60.05133025620176,0.3984924942730868,9408.29089110137,34.01232453492617,1,5874.135346055573,79993.83960774254
Clothing,Rural,1,31.59943401980945,3438.4059965162587,4.560946487183084,Rainy,8,2087,493.6790421028171,840,53.97598566482494,3.0412525698135027,Radio,72,28,0.7564454763675318,18.039580739180323,7.898248638719584,282,40.77693198921892,0.6338724460520792,3100.1780410598603,11.072597021335472,0,33294.04759544027,83719.19460404945
Furniture,Suburban,0,4.768580113652932,17106.089226432272,1.4596253734476412,Sunny,30,2322,284.96360409323546,373,74.40191121408749,0.6372847353547986,Social Media,81,6,0.434065261197629,69.05453817767342,7.027713530466239,101,20.652250316503995,0.860287264814549,10705.295641173469,0.0628397696905591,1,28710.65298869704,123638.6293862998
Clothing,Rural,1,5.183929036713825,19833.34457293445,1.0153485820312036,Snowy,9,3717,346.8440618610249,229,57.740787743586765,6.006642270335697,Email,71,47,0.558472791616135,66.48978227934856,2.135160080949225,75,40.84384010723223,0.9836918584171764,14825.129788428543,46.68810599033756,0,1510.9341393402538,151834.89770955616
Toys,Suburban,1,2.4328831830856656,14673.357205440632,3.0080327909567286,Rainy,20,3996,169.4549575344778,565,68.48215588112608,0.9599427890632096,Social Media,47,36,0.8164538556005582,88.9090321357505,0.8072399917874004,294,85.43643637884952,0.503819370328546,11290.18410887628,15.30076206072769,1,11029.948649566084,148251.0677606755
Grocery,Rural,1,29.050754668755477,15803.008795587266,3.332511293811477,Rainy,39,4909,56.42206824187864,687,66.46526564322997,7.046964977254342,Email,95,11,0.2219950450189756,51.761873413147896,7.29023599377939,208,81.18376644739116,0.4557577028614559,5281.781778553831,9.831602123300115,1,39035.02759072912,8860.752373040663
Electronics,Urban,1,21.30354888130485,19891.09771739803,3.315861281183217,Cloudy,30,4779,488.17672276393296,224,71.17702886207542,0.621156915008895,TV,68,5,0.3428687395274149,76.11319430791055,5.159421411166307,83,51.89277296503029,0.0757396452964587,7399.02171664365,13.407336548288797,1,14512.858100799036,139045.98993867636
Electronics,Suburban,0,27.401617833212004,12306.884385255937,1.2180477097513052,Cloudy,22,1212,150.26692733775977,812,78.58183089870663,0.6871580585308583,Social Media,79,24,0.773308670197597,56.11518869142301,7.051912347242413,143,52.960582927513926,0.012738943337215,12952.16838525983,16.52238488093238,1,25464.886656989605,92858.03937929074
Furniture,Rural,1,26.05365952541939,6503.784449316863,2.25617522767373,Rainy,33,2675,217.66601073505137,70,95.1438323531498,3.122726400429337,Social Media,58,47,0.5704579152878609,79.92693700219496,4.820743758763052,56,34.71362796759756,0.6088020924984962,12000.23064689184,23.727321322408685,1,16287.932106050004,107197.5436731192
Clothing,Urban,1,17.510149554536515,16831.851264483084,2.9967957873653277,Sunny,27,4572,328.43332163426174,154,69.72423156737527,8.976058097195848,Billboard,45,18,0.0924229169050702,67.68168314422013,3.19112175212339,361,46.36063120563851,0.065464352147646,3167.1083683660027,3.4675835509298314,1,46154.81596347946,114524.35070388096
Furniture,Urban,0,33.87367074117365,12482.47266147681,1.8663167425089635,Sunny,18,4349,22.10167586619453,627,99.05655978557752,6.449793162360833,TV,83,20,0.430185866778513,61.43072119930024,2.921677301669726,287,67.15587951515161,0.3803789370384732,16976.514734539003,2.633657810272544,1,27292.27387138827,147685.32533611174
Grocery,Rural,1,37.925094045819534,11833.310762558653,4.4905035419435855,Snowy,19,2933,407.0269739534706,492,87.95140240256015,7.724299790096301,Billboard,99,28,0.5866333129730164,55.209813678644025,7.332268095612943,211,42.19445805182336,0.0036064361064614,9766.1837888168,14.64553827690363,0,35112.50222794502,167109.93180362103
Furniture,Suburban,0,0.7314129438837857,5445.893332523746,1.348437157845736,Rainy,37,3801,272.9233131140239,824,75.57405233941915,1.50136588382335,Email,78,13,0.9095173164450526,67.83764195543799,2.84012280651117,179,25.038709766082707,0.6152274989656707,3666.199878264664,14.788306559854792,1,5090.32913015829,131020.88420328604
Electronics,Suburban,0,10.362114988443915,15248.51825686629,2.9495377666881715,Cloudy,29,770,146.32642166372284,98,82.2013218555972,8.357841789147734,Email,87,5,0.1884880499386386,43.57230741368084,7.175301022161666,58,53.26876630600622,0.4254151604404962,2895.1175802072203,5.882311390711753,1,2976.4633891048547,114961.90805717024
Electronics,Urban,0,35.66179340416684,2092.5118792718768,3.765664230052608,Sunny,25,2294,40.187912793309934,577,55.11120855659723,0.180647857122928,TV,80,30,0.8059529683774829,17.72612645645313,3.901205250542048,73,28.02695291634624,0.1270207697862878,19328.25960558004,20.23957971602671,1,13702.181558289414,77885.00468847685
Toys,Suburban,1,19.33100863169171,18523.59788049589,2.0470044005379298,Snowy,21,2962,89.6242235824763,194,92.22607656568276,2.209267772256761,Email,60,1,0.1306244830765913,13.198890303827264,7.731894202756145,215,87.943004481008,0.2963676068408221,5989.934667884148,14.201433410139114,1,16147.58032042905,31886.25275022977
Toys,Suburban,0,33.12419734708041,6853.557485024452,3.496962947990073,Rainy,27,4793,448.5665908381841,389,79.1178727531983,6.199313979384935,TV,96,22,0.2422356600758072,48.32189852873391,1.513818265248429,266,41.22719312095633,0.5696606989719245,18217.57496436933,1.3027776397535051,0,34696.34651781519,191922.64792074848
Grocery,Suburban,0,17.348132986727922,2991.6057294048137,4.317540600569498,Sunny,47,3894,346.1518697285866,811,99.3033740104801,3.8149394450810985,Email,61,18,0.243343883490123,57.94332657761131,2.129301437723021,73,82.7731977287293,0.656713368009977,8506.413325994308,44.28603902105554,0,28887.39463290962,95059.24700343498
Clothing,Urban,0,19.53775761648185,9126.147395497166,1.7613479003801902,Rainy,21,1579,132.45184360207602,904,81.82143718764246,9.843514578013778,Radio,81,46,0.8774791959088326,16.307922445650036,6.890524896629619,271,28.044319728289945,0.4623358796634468,8025.46789383721,44.30095090217952,1,19354.40073981428,115411.38767699168
Furniture,Rural,1,7.933943684484246,1328.1632305023966,4.668882367299451,Rainy,18,3378,42.14437482306448,403,91.70557916331626,0.4003585435013505,Social Media,49,5,0.1990176920149871,32.95228391296818,5.646288089962799,354,25.13672042446212,0.8039591160909458,14168.114908163923,10.459112645673702,1,33051.75672472253,151459.26219010135
Grocery,Suburban,1,12.911550983308,13850.210788166843,3.214234130649432,Sunny,33,1103,348.4015030694518,124,89.98813713976199,9.986121862571778,Radio,49,31,0.7869607269854091,35.762576478038966,2.118395591953832,234,59.35209032317899,0.1124404117029856,692.724111621498,8.143611408217394,0,9014.72161947807,18340.044571066683
Toys,Urban,1,30.270587875379363,18102.757453684444,2.1969280172042422,Sunny,24,2085,290.47978572420493,851,67.27305757341344,6.2739155453270286,TV,91,6,0.4618065340196199,55.0236428166601,9.037987416095534,319,72.35032626426565,0.0845457226124077,7092.745671792615,27.36463821734909,0,4110.995045920589,171727.14675572765
Furniture,Urban,1,21.65815556575832,16826.62863920092,2.723433101529083,Sunny,34,3557,208.2145669845352,978,62.98053126166058,5.631199246501355,TV,68,27,0.9990907677973108,32.27859648342313,2.8318470593851983,19,55.34116510819005,0.0442442690178083,6401.591387740274,31.537675149071543,0,42870.74952359183,160420.01995176944
Toys,Rural,1,38.71513414722976,2983.704732233681,2.248767535145552,Rainy,23,4485,188.16961010313128,843,71.5246791715755,0.6891731813833463,Radio,55,25,0.8390914986521054,17.651887964480537,4.268606842116975,113,28.383654688420748,0.5358278394494422,17427.912838538905,47.87712787235364,1,28633.360285175,156013.57347241903
Furniture,Suburban,1,42.62924774691714,2962.287173600771,3.900444639733264,Rainy,43,1895,116.23899520526308,627,73.36206722044186,2.805955878992318,Social Media,40,29,0.739703134447818,23.18853927572401,2.102650624538126,63,13.031549030719685,0.7062317042344579,10817.909010905274,18.867422831990627,0,32805.66840823364,9286.627813209634
Clothing,Suburban,1,27.082320910837996,16361.97240532315,4.185202653660529,Snowy,17,4188,338.10951570338364,686,62.00423509683219,9.254160614086798,Social Media,56,28,0.8707263066521955,23.91582412833546,3.9414734215809912,184,59.46310569528041,0.1305213994225297,7609.118065872912,30.91001714322792,0,16054.870286729132,107671.17602503076
Grocery,Rural,0,37.91336460280296,18522.95835476076,4.331749569274644,Cloudy,22,1099,485.6273336189965,368,94.7298936675486,3.6070354315735194,Billboard,69,16,0.6340303926050336,77.41559553782092,4.9673028261035945,277,20.482978029243863,0.6389456218553925,5688.546550844503,43.90905229021548,1,19225.792929147286,15582.332292825184
Furniture,Rural,0,15.3452256597285,9483.06168175304,4.943072998342965,Rainy,27,1013,96.10047046004466,136,77.1273931150323,6.6503666846257845,Email,65,12,0.8436522565284976,32.74557495826332,3.022945839677899,162,37.4541109625865,0.4769477661895347,12014.941271807267,22.497689289042498,1,5036.004910495811,112420.1528752218
Electronics,Urban,0,20.74856077000391,10229.936779818436,4.165137169986734,Cloudy,37,1566,302.58714380759665,602,98.92221960767849,9.995013869145344,Billboard,92,20,0.2611268473614558,67.17533871318055,7.714027364645185,243,64.06278029369852,0.9873445001511152,3457.626240595611,6.117287557866302,1,42992.421202286896,145097.42361982688
Electronics,Urban,0,35.63888381084155,6706.109807021655,3.405536282754253,Sunny,43,3386,217.85067731552837,747,90.50088890231316,2.7043901669520576,Social Media,85,18,0.0977032111010749,55.427099707144464,3.999936488597847,145,17.84187524663455,0.7174736092664115,5300.992985921241,18.872364291498712,0,30029.533053867806,28760.798800392466
Furniture,Rural,1,19.31059964085153,17938.16980600007,2.356881193567135,Rainy,44,3153,228.8774736548858,915,77.7852430195973,5.803200702243489,Radio,58,34,0.6159320070866687,88.16310028931537,7.322148999591794,146,20.180118382716465,0.6574733351916259,6225.43721876262,6.82834633516502,0,5097.755495817091,140502.20556807128
Furniture,Suburban,0,29.42524675794944,13075.60665320094,3.178381794842997,Snowy,22,1588,134.53216726262906,941,97.35201390721797,6.994734147751911,Email,92,23,0.434690392663586,31.82581351041618,2.1500145363634093,81,14.93329658459233,0.5704497348723445,12354.22447833535,0.8319732100975141,0,40421.95038652503,92658.9049671349
Furniture,Urban,0,9.268638954125574,6120.905754763686,1.1642726911616217,Snowy,13,4885,414.3160890740954,896,75.24374075476535,1.7298097409976103,Radio,60,45,0.4264407952924319,22.669841642336017,3.832651418252469,322,89.68633031254613,0.9973661815497038,7778.471700821271,37.57765281745131,0,22761.65310633175,163252.82148217488
Electronics,Urban,0,29.9885657485249,6326.265985557907,3.979300302119652,Cloudy,37,3014,247.77524603214812,827,94.35532562593352,1.5718583805922028,Billboard,56,27,0.5267478524300462,14.16302701556483,0.1797770600657982,321,40.966141488126496,0.9804591708545772,10362.774352340964,11.921185024767777,1,38489.96615833065,109049.8431791587
Electronics,Suburban,0,43.07568536134468,17878.401424740245,2.783822180368407,Sunny,36,4469,276.2688675771494,832,67.90723905979027,4.617448325415915,TV,85,49,0.3613826115655425,29.276772982502443,7.610512080745746,43,82.46361341877076,0.5381151254945216,13183.54614344844,0.1003522919487021,0,1618.3732423682522,70543.69948775652
Furniture,Urban,1,43.43198199117128,765.8634661635186,1.0800929189287505,Cloudy,21,3784,159.33284727068963,91,68.9321191702047,3.919543965416965,Radio,79,17,0.6260595314428291,64.72567091323141,6.296277778871793,313,33.48685107394257,0.4551833473342617,19147.296215749902,43.62161787675725,1,2408.2451516340097,69738.35486762319
Toys,Suburban,1,36.21722031647698,6793.168168169449,1.2500277660416432,Sunny,23,2696,99.08614817680538,142,70.90653414854656,7.170732824887407,Billboard,60,48,0.0305683673476299,16.82065797094885,8.196450916712516,293,70.25620521123966,0.4621149227017523,15414.329243503673,22.189441924545296,0,9368.364980325088,180009.8714014789
Toys,Suburban,1,37.2876689538063,11309.955283719197,2.5498658552870266,Snowy,31,4683,52.09609021938204,746,77.3312822971623,0.7881368373410038,Billboard,92,21,0.9698913418817632,29.576147611972683,4.610546802216861,176,27.52532930499031,0.4283423903233656,8402.5072211561,11.94299398166126,0,11334.911250893312,93309.9589941008
Clothing,Suburban,0,27.896372257535035,3390.24051093683,3.3336860760737403,Cloudy,10,1289,359.9183790532088,776,77.67451350994119,9.724449575032835,Billboard,80,40,0.9247089920455704,78.42466945472096,8.017432372757108,69,49.86597677186002,0.5313983069963222,15091.369800746506,13.13949861777096,0,38433.82098519675,84122.00994940208
Grocery,Rural,1,29.23340450829124,2295.925706892001,2.8568157958085068,Snowy,39,3975,106.15479802704924,556,74.8199460838542,0.2413421186897403,TV,79,31,0.9352701625819336,56.636235949161616,6.511067188282686,56,75.96925914366237,0.2735842678143707,19019.036527924643,12.026894665252511,1,35628.01403681331,12775.356348093535
Toys,Rural,0,6.6825290705259,16397.88845626592,3.4768172691686194,Snowy,41,3653,348.1369235525109,578,65.30004867915838,6.053036560927897,TV,84,3,0.3650034955837183,15.561723220255637,0.1357680320889628,119,75.30675191160661,0.9267887831144266,10237.920640255434,9.7278080594636,0,31188.31783736158,76043.29799750332
Electronics,Rural,1,22.19295942106505,17940.88557864589,2.921177035165423,Sunny,38,2164,201.2844585630074,314,96.36032323954154,5.670062699087144,TV,88,17,0.5318909576590998,13.814651539981062,2.6115735213762683,204,73.54245738901396,0.4902300814619352,8504.69019589635,42.06131122871482,1,44358.085927683605,170677.27571416282
Toys,Suburban,1,22.538814194318192,16560.325205564695,3.646815381925387,Cloudy,24,1809,213.72965248492923,675,79.42930486746272,1.4336857356102852,Email,58,26,0.9541306030575752,14.88983002606135,4.989524386841855,55,75.89875304308423,0.8420078118386092,2021.3646305143627,8.516581718493477,1,13110.290399161948,153392.5930238588
Clothing,Suburban,1,47.92489178338701,18026.36384987828,1.8765042586832037,Cloudy,29,1364,239.89697308545811,341,70.38696080957975,1.5940682288639452,TV,99,23,0.9023460564275866,85.35000401178021,6.225004762148515,38,26.91778250447034,0.47530367466762,17901.222227691815,28.09273419396993,1,45315.84029131797,48078.07454533695
Clothing,Rural,1,21.554343131164472,11285.683435638244,1.4513727487344856,Snowy,8,4363,190.17716898249617,513,82.55884803718091,7.947507129166805,TV,46,6,0.7902444759011473,77.98971428488437,0.7493495601799078,243,48.57730180483092,0.7182902739102429,5305.468475476284,3.866012233609367,1,45564.08239399394,85546.04152663313
Grocery,Urban,1,27.467132245137883,16339.033359311668,3.38573581850264,Snowy,14,3863,59.30378883906914,853,88.39833789049027,8.886868338285563,TV,56,28,0.4073315898475924,77.59520336150197,7.080291289019538,201,48.78971796777269,0.33688196447658,1747.1789879732212,47.47606880893001,0,22278.72824915633,43333.03683594103
Toys,Suburban,0,26.662569963955125,7988.831448626458,2.93875806774523,Sunny,14,4024,161.71958690139442,609,98.03640441141216,2.901867962249319,Radio,40,8,0.5643392231821734,83.93734097948366,5.481007366707872,236,81.240198987833,0.6248068577332605,10975.46798852612,30.16569522229609,0,5624.923820588275,191072.27928276785
